,job,company,location,salary,description
1210.0,Senior/Principal Data Scientist,        Fitbit,"San Francisco, CA 94105 (Financial District area)",,"You will work with a team of data scientists and analysts to invent compelling data products in the Fitbit ecosystem of wearables, connected devices, and..."
1211.0,Senior Data Scientist,"        TrueCar, Inc.","Santa Monica, CA",,"The Senior Data Scientist will work in a fast-paced environment, with diverse data sets and technologies to produce production quality, scalable, automated,..."
1218.0,Statistician,        Rush University Medical Center,"Chicago, IL",,Examine data to track down potential data inconsistencies. Write and run programs in SAS and S-Plus to carry out statistical analyses of biomedical data...
1219.0,Scientist I,        Commonwealth of Virginia,"Richmond, VA","$40,932 - $52,561 a year",Complex data analysis; Division of Consolidated Laboratory Services ( DCLS ) seeks a qualified candidate to serve as a Scientist in the Molecular Detection and...
1221.0,Machine Learning/NLP Engineer,    Clover Health,"San Francisco, CA",,"Acquire and bring structure to data so that it can be used in our data systems and data apps. Experience programmatically structuring and cleaning data, and not..."
1223.0,Data Scientist / Sr. Data Scientist,        Tillster,"Los Angeles, CA",,"Data Scientist / Sr. Data Scientist – Los Angeles. Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML)...."
1224.0,Research Scientist/ Sr Research Scientist,        Colgate-Palmolive,"Piscataway, NJ 08854",,"Our company invites applications to the Research Scientist / Sr Research Scientist position in Personal Care Product Development located in Piscataway, NJ...."
1226.0,Machine Learning Engineer,"    Gametime United, Inc.","San Francisco, CA",,"Gametime was named ""the fastest growing ticket company ever"" and connects communities through a frictionless mobile experience putting the best tickets to"
1236.0,"Research Programmer, Machine Learning",        Carnegie Mellon University,"Pittsburgh, PA",,We seek a Machine Learning Research Programmer to join a major research effort to develop integrated intelligent software assistants operating on mobile
1237.0,Asst/Assoc In Research- Bioinformatics Data Scientist,        University of South Florida,"Tampa, FL",,9120 / Associate In Research- Bioinformatics Data Scientist. Benchmark new tools for high-dimensional data analysis as well as develop and apply novel analysis...
1238.0,Modeling Analyst / Data Scientist,    Nomis Solutions,"San Bruno, CA 94066",,"In a quantitative field such as applied mathematics, statistics, economics, operations research, engineering, or management science or a combination of Masters..."
1239.0,Masters Level Statistician - Biostatistics Center,        Massachusetts General Hospital(MGH),"Boston, MA",,Develop programs to perform data validation and error detection to ensure data integrity. Assist in the review of data collection forms....
1240.0,Senior Data Scientist – Supply Chain Data Science Team,        Microsoft,"Redmond, WA 98052",,"Identifies data sources, integrates multiple sources or types of data, and applies expertise within a data source in order to develop methods to compensate for..."
1247.0,Research Scientist,        Nationwide Children's Hospital,"Columbus, OH 43205 (Near East area)",,"25% Recording and analyzing data generated by research study. Records and analyzes data generated by the research study, and helps to plan future research..."
1248.0,Safety Analytics Data Scientist - ENG0033763,        General Motors,"Warren, MI",,Understand safety data and how to use it appropriately in data analysis. The Safety Analytics Data Scientist is responsible for identifying emerging vehicle...
1250.0,Sr Data Scientist,    MetLife GTO,"Cary, NC 27513",,Mentors more junior Data Scientists. Data Scientists combine strong technical knowledge with keen business acumen to create analytics solutions with business...
1252.0,Sr. Research Data Analyst,        Johns Hopkins University,"Baltimore, MD","$49,957 - $68,721 a year","The Senior Research Data Analyst will perform data analysis, management and programming functions for both trials. Perform quality assurance on data...."
1254.0,Research Analyst,        Greater Sacramento Area Economic Council,"Sacramento, CA",,"Finalists will be asked to complete a short quiz on their data gathering abilities. Are you interested in local economic development, job creation, education..."
1255.0,Data Engineer,    LiveAction,"Palo Alto, CA",,The Data team at LiveAction is a small team of engineers and data scientists that report directly to the VP of Data. Data Engineer Job Summary....
1256.0,"Big Data Engineer - Shared Info Support, Sr",        Freddie Mac,"McLean, VA",,Experience working with Data Scientists. The Data Engineer will provide data engineering (ingestion) and data enablement support the provision of analytic ready...
1262.0,Data Scientist,    CompIQ,"New York, NY",,We're looking for a highly analytical data scientist who's creative and willing to explore just how far data can really take us and set into motion the...
1263.0,Sr Data Scientist,    RealSelf,"Seattle, WA 98121 (Belltown area)",,"2+ years professional or research experience in data science. Proficient at extracting and transforming data using SQL, Pandas, etc...."
1264.0,Research Analyst - Fraud,        U.S. Bank,United States,,Results of root cause will be actionable data leading to updated rules and models to prevent the fraud from occurring in the future. Research Analyst - Fraud....
1265.0,Principal Data Scientist - Adaptive Intelligent Applications,        Oracle,"Redwood Shores, CA",,"Oracle is seeking data scientists. These applications will use data from Oracle’s Data Cloud, social. Use Oracle’s web-scale data...."
1266.0,Research Analyst,    Piedmont VA Community College,Virginia,,"Data Extraction and Analysis:. Automates processes for routine data requests. Ability to accomplish data exploration, including interviews and surveys, to..."
1268.0,Learning & Development Measurement & Analytics Data Scientist,        PricewaterhouseCoopers LLC,"Florham Park, NJ 07932",,"Evaluating data quality and designing processes to identify and correct data quality issues; Utilizing and applying data analysis tools (e.g., exploratory, data..."
1269.0,Research Scientist,        Lockheed Martin,"Fort Worth, TX 76108",,"System integration, physics based modeling, data analysis, Radar Cross Section testing, diagnostics testing, and system optimization with a preference in using..."
1270.0,Statistical Analyst,        University of California - Irvine,"Irvine, CA","$49,226 - $51,700 a year","Managing, cleaning and analyzing large, administrative data sets; Preparing data and findings for presentations and reports...."
1271.0,Data Scientist,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)","$160,000 a year",A South Bay based healthcare analytics start up is looking for a Data Scientist to join their growing team. They are working on a custom analytics platform that...
1277.0,Scientist - Data and Statistics,        United Airlines Inc.,"Chicago, IL 60601 (Loop area)",,"In-depth knowledge of United/Industry data sources. Drives management decisions through descriptive and inquisitive data analytics using tools such as SAS,..."
1281.0,Research Operations,        Hart,"Thousand Oaks, CA",$30 an hour,"The successful applicant must be able to independently perform data analysis using FlowJo or FCS Express, Graphpad Prism, and Excel and be comfortable with data..."
1282.0,Scientist - Operations Research,        United Airlines Inc.,"Chicago, IL 60601 (Loop area)",,Knowledge of United/Industry data sources. Mentor individuals for acquiring and/or maintaining the technical skills for which scientist can serve as the subject...
